Image Name,Video id,Cluster name
1_0_.jpg,1,0
1_1_.jpg,1,1
2_0_.jpg,2,0
2_1_.jpg,2,1
2_2_.jpg,2,2
2_3_.jpg,2,3
3_0_.jpg,3,0
3_1_.jpg,3,1
4_0_.jpg,4,0
4_1_.jpg,4,1
4_2_.jpg,4,2
4_3_.jpg,4,3
5_0_.jpg,5,0
5_1_.jpg,5,1
6_0_.jpg,6,0
6_1_.jpg,6,1
6_2_.jpg,6,2
7_0_.jpg,7,0
7_1_.jpg,7,1
8_0_.jpg,8,0
8_1_.jpg,8,1
9_0_.jpg,9,0
9_1_.jpg,9,1
9_2_.jpg,9,2
9_3_.jpg,9,3
9_4_.jpg,9,4
9_5_.jpg,9,5
9_6_.jpg,9,6
